nichd,gam_score,ade
infancy,0.00010195425217436,21604402_37219942
late_adolescence,0.000336412498311036,21604402_37219942
middle_childhood,0.000255682389291922,21604402_37219942
term_neonatal,4.38989265400425e-05,21604402_37219942
toddler,0.000158380299759686,21604402_37219942
early_adolescence,0.959175928805889,21602730_36718429
early_childhood,0.550799870945553,21602730_36718429
infancy,0.148744920608305,21602730_36718429
late_adolescence,1.1650834476928,21602730_36718429
middle_childhood,0.754598709614904,21602730_36718429
term_neonatal,-0.0502855185465955,21602730_36718429
toddler,0.348835910078348,21602730_36718429
early_adolescence,0.458740587931436,21604711_37521159
early_childhood,0.255154797509007,21604711_37521159
infancy,0.0600160224191553,21604711_37521159
late_adolescence,0.561965199972424,21604711_37521159
middle_childhood,0.355937699201933,21604711_37521159
term_neonatal,-0.035912778145949,21604711_37521159
toddler,0.156738769188275,21604711_37521159
early_adolescence,-6.12868077860038e-06,21602485_35809305
early_childhood,1.39593988218973e-05,21602485_35809305
infancy,2.82658407193259e-05,21602485_35809305
late_adolescence,-1.87001196456066e-05,21602485_35809305
middle_childhood,4.97383137861453e-06,21602485_35809305
term_neonatal,3.39701742892469e-05,21602485_35809305
toddler,2.1639070880835e-05,21602485_35809305
early_adolescence,1.34776776602633,21602256_36617415
early_childhood,0.958904526447587,21602256_36617415
infancy,0.495042770343944,21602256_36617415
late_adolescence,1.52129691559712,21602256_36617415
middle_childhood,1.16276837265368,21602256_36617415
term_neonatal,0.245781076267909,21602256_36617415
toddler,0.736152755803283,21602256_36617415
early_adolescence,5.40132742176361e-05,21602737_35205259
early_childhood,3.27392976297869e-05,21602737_35205259
infancy,1.18388416805858e-05,21602737_35205259
late_adolescence,6.45476017929745e-05,21602737_35205259
middle_childhood,4.33538686309067e-05,21602737_35205259
term_neonatal,1.36395205352708e-06,21602737_35205259
toddler,2.22670465693379e-05,21602737_35205259
early_adolescence,-3.75299600443195e-05,21604711_35406392
early_childhood,-1.91057988957539e-05,21604711_35406392
infancy,-9.64680846772924e-07,21604711_35406392
late_adolescence,-4.66541337305396e-05,21604711_35406392
middle_childhood,-2.83388770800426e-05,21604711_35406392
term_neonatal,7.87565980882955e-06,21604711_35406392
toddler,-9.96792557663745e-06,21604711_35406392
early_adolescence,-6.30902380148794e-05,21602800_37219942
early_childhood,-4.92245741017438e-05,21602800_37219942
infancy,-3.06872017252367e-05,21602800_37219942
late_adolescence,-6.84961053614479e-05,21602800_37219942
middle_childhood,-5.68515114347242e-05,21602800_37219942
term_neonatal,-2.06566826467698e-05,21602800_37219942
toddler,-4.03548816748547e-05,21602800_37219942
early_adolescence,0.000302004439344189,21603809_42890355
early_childhood,0.000245053775130875,21603809_42890355
infancy,0.00016963557227133,21603809_42890355
late_adolescence,0.000329156598516884,21603809_42890355
middle_childhood,0.000274455917930223,21603809_42890355
term_neonatal,0.000124805044892828,21603809_42890355
toddler,0.000210926461861776,21603809_42890355
early_adolescence,-0.000233254942573076,21601428_35809329
early_childhood,-0.000145678166339095,21601428_35809329
infancy,-5.74222752776212e-05,21601428_35809329
late_adolescence,-0.000277641719838349,21601428_35809329
middle_childhood,-0.000189475484186354,21601428_35809329
term_neonatal,-1.30907065795105e-05,21601428_35809329
toddler,-0.00010164188983232,21601428_35809329
early_adolescence,0.892077797793711,21604410_36416532
early_childhood,0.491116879991847,21604410_36416532
infancy,0.115902506362285,21604410_36416532
late_adolescence,1.10273676879714,21604410_36416532
middle_childhood,0.687606478015492,21604410_36416532
term_neonatal,-0.06769259295557,21604410_36416532
toddler,0.301357618030657,21604410_36416532
early_adolescence,4.70036302275059e-05,21600084_35708302
early_childhood,2.58806792553366e-05,21600084_35708302
infancy,6.00122038242974e-06,21600084_35708302
late_adolescence,5.80415599946031e-05,21600084_35708302
middle_childhood,3.62525661095368e-05,21600084_35708302
term_neonatal,-3.74045498740421e-06,21600084_35708302
toddler,1.58352747455331e-05,21600084_35708302
early_adolescence,2.2464566745181e-05,21604577_36315579
early_childhood,1.39137916729337e-05,21604577_36315579
infancy,4.82886458998372e-06,21604577_36315579
late_adolescence,2.65466126886419e-05,21604577_36315579
middle_childhood,1.82900068513391e-05,21604577_36315579
term_neonatal,2.37971907878218e-07,21604577_36315579
toddler,9.40119508637041e-06,21604577_36315579
early_adolescence,0.724382281985267,21600100_36919231
early_childhood,0.483997742169905,21600100_36919231
infancy,0.211621084702312,21600100_36919231
late_adolescence,0.836571917033269,21600100_36919231
middle_childhood,0.607354672128829,21600100_36919231
term_neonatal,0.0680994205717919,21600100_36919231
toddler,0.351853440575072,21600100_36919231
early_adolescence,1.12723441400675e-06,21602730_42889646
early_childhood,7.46514525258893e-07,21602730_42889646
infancy,2.91154899921961e-07,21602730_42889646
late_adolescence,1.29269887863702e-06,21602730_42889646
middle_childhood,9.50293382765741e-07,21602730_42889646
term_neonatal,5.55670567016876e-08,21602730_42889646
toddler,5.23500356791213e-07,21602730_42889646
early_adolescence,1.24534178819303e-05,21604431_37320109
early_childhood,7.2030435020638e-06,21604431_37320109
infancy,2.56510439968295e-06,21604431_37320109
late_adolescence,1.53732768390422e-05,21604431_37320109
middle_childhood,9.74053224143056e-06,21604431_37320109
term_neonatal,3.88416764463482e-07,21604431_37320109
toddler,4.8111584733049e-06,21604431_37320109
early_adolescence,0.0985240304729872,21601428_36718132
early_childhood,0.0580725966367413,21601428_36718132
infancy,0.020988225590929,21601428_36718132
late_adolescence,0.1198427580149,21601428_36718132
middle_childhood,0.0778068626778988,21601428_36718132
term_neonatal,0.00303342353294056,21601428_36718132
toddler,0.039248812409873,21601428_36718132
early_adolescence,1.55916152967481e-06,21603929_36009952
early_childhood,1.00751836185476e-06,21603929_36009952
infancy,3.44246133968e-07,21603929_36009952
late_adolescence,1.7936321473088e-06,21603929_36009952
middle_childhood,1.30180290686174e-06,21603929_36009952
term_neonatal,4.93152897293876e-10,21603929_36009952
toddler,6.83403593144238e-07,21603929_36009952
early_adolescence,0.000449579952865948,21603895_35708208
early_childhood,0.000247687966054532,21603895_35708208
infancy,5.62648918274742e-05,21603895_35708208
late_adolescence,0.000553684790308394,21603895_35708208
middle_childhood,0.000347011693546664,21603895_35708208
term_neonatal,-3.80307160632499e-05,21603895_35708208
toddler,0.000151156172189648,21603895_35708208
early_adolescence,2.84371052794972e-05,21603864_35708724
early_childhood,1.695896423937e-05,21603864_35708724
infancy,5.35728531899879e-06,21603864_35708724
late_adolescence,3.4403115724823e-05,21603864_35708724
middle_childhood,2.2647312791625e-05,21603864_35708724
term_neonatal,-4.87313522064985e-07,21603864_35708724
toddler,1.1187768029223e-05,21603864_35708724
early_adolescence,-0.00694524035604549,21600956_35708208
early_childhood,-0.00260285580156077,21600956_35708208
infancy,0.0018874296271694,21600956_35708208
late_adolescence,-0.00905205918788302,21600956_35708208
middle_childhood,-0.00480173218753892,21600956_35708208
term_neonatal,0.00407190356619473,21600956_35708208
toddler,-0.000356288870109953,21600956_35708208
early_adolescence,0.00181479523560928,21603164_35809054
early_childhood,0.00105026420659404,21603164_35809054
infancy,0.000266041400229443,21603164_35809054
late_adolescence,0.00219096342671376,21603164_35809054
middle_childhood,0.0014346997035467,21603164_35809054
term_neonatal,-0.000129818452854789,21603164_35809054
toddler,0.00066053291926133,21603164_35809054
early_adolescence,2.1218206697663e-05,21603256_36110570
early_childhood,1.05763498891606e-05,21603256_36110570
infancy,1.04566987416362e-06,21603256_36110570
late_adolescence,2.69710747632422e-05,21603256_36110570
middle_childhood,1.57266188070156e-05,21603256_36110570
term_neonatal,-3.54193881911178e-06,21603256_36110570
toddler,5.71697755111135e-06,21603256_36110570
early_adolescence,-0.00104713976080331,21601036_37622529
early_childhood,-0.000652015232515856,21601036_37622529
infancy,-0.000251854438443108,21601036_37622529
late_adolescence,-0.00124779869321998,21601036_37622529
middle_childhood,-0.000849883400898377,21601036_37622529
term_neonatal,-5.09148870449431e-05,21601036_37622529
toddler,-0.000452457281485887,21601036_37622529
early_adolescence,0.299788169862418,21604305_35204970
early_childhood,0.181108630182704,21604305_35204970
infancy,0.065477858698851,21604305_35204970
late_adolescence,0.358587961454931,21604305_35204970
middle_childhood,0.240304085110589,21604305_35204970
term_neonatal,0.00785835018948261,21604305_35204970
toddler,0.122950093541314,21604305_35204970
early_adolescence,8.12393316160159e-07,21602690_36718061
early_childhood,4.4032542803922e-07,21602690_36718061
infancy,3.34255843449544e-08,21602690_36718061
late_adolescence,9.71424432069293e-07,21602690_36718061
middle_childhood,6.35522877481148e-07,21602690_36718061
term_neonatal,-1.70055812338133e-07,21602690_36718061
toddler,2.37543690991772e-07,21602690_36718061
early_adolescence,1.43722978258022,21604751_36718458
early_childhood,1.01661493772825,21604751_36718458
infancy,0.488639409010227,21604751_36718458
late_adolescence,1.62445166656957,21604751_36718458
middle_childhood,1.24037143371309,21604751_36718458
term_neonatal,0.208565754235307,21604751_36718458
toddler,0.761893646282274,21604751_36718458
early_adolescence,-0.000417816494529577,21602970_36211297
early_childhood,-0.000272996163957711,21602970_36211297
infancy,-0.000124439977300072,21602970_36211297
late_adolescence,-0.000493289870150323,21602970_36211297
middle_childhood,-0.000345349588310786,21602970_36211297
term_neonatal,-4.90531193585996e-05,21602970_36211297
toddler,-0.000199282740468442,21602970_36211297
early_adolescence,1.29096810575973,21602136_42889536
early_childhood,0.709610762201814,21602136_42889536
infancy,0.157426747107004,21602136_42889536
late_adolescence,1.58537199584486,21602136_42889536
middle_childhood,0.996932471530433,21602136_42889536
term_neonatal,-0.112987624896999,21602136_42889536
toddler,0.430562914803357,21602136_42889536
early_adolescence,0.370161679222155,21603924_36009894
early_childhood,0.218197039616803,21603924_36009894
infancy,0.0687007040647278,21603924_36009894
late_adolescence,0.446385004187814,21603924_36009894
middle_childhood,0.293729499364381,21603924_36009894
term_neonatal,-0.00612832748867722,21603924_36009894
toddler,0.143480711169634,21603924_36009894
early_adolescence,-1.62427506839659e-05,21603929_35707930
early_childhood,-9.19753295756609e-06,21603929_35707930
infancy,-2.83856931041855e-06,21603929_35707930
late_adolescence,-1.99947409179699e-05,21603929_35707930
middle_childhood,-1.26198426634367e-05,21603929_35707930
term_neonatal,2.3025609551251e-07,21603929_35707930
toddler,-5.9587542067686e-06,21603929_35707930
early_adolescence,1.30175105963676,21601390_36516842
early_childhood,0.841855102021149,21601390_36516842
infancy,0.323924893258678,21601390_36516842
late_adolescence,1.5164080955862,21601390_36516842
middle_childhood,1.08004722811456,21601390_36516842
term_neonatal,0.0576809374987807,21601390_36516842
toddler,0.587280447794807,21601390_36516842
early_adolescence,1.08834030566931e-05,21604433_36211385
early_childhood,5.88431923739418e-06,21604433_36211385
infancy,2.06425294797579e-06,21604433_36211385
late_adolescence,1.34922393368025e-05,21604433_36211385
middle_childhood,8.2689528785943e-06,21604433_36211385
term_neonatal,4.72622167334418e-07,21604433_36211385
toddler,3.82971450976041e-06,21604433_36211385
early_adolescence,0.40492482157654,21602690_36919083
early_childhood,0.265958292323492,21602690_36919083
infancy,0.105927776677776,21602690_36919083
late_adolescence,0.467911671357186,21602690_36919083
middle_childhood,0.33870985567217,21602690_36919083
term_neonatal,0.0232892019875503,21602690_36919083
toddler,0.187481355457466,21602690_36919083
early_adolescence,-8.49653319089061e-05,21604713_36211303
early_childhood,-4.7897095892178e-05,21604713_36211303
infancy,-9.64471492698675e-06,21604713_36211303
late_adolescence,-0.00010261336958134,21604713_36211303
middle_childhood,-6.68331201389269e-05,21604713_36211303
term_neonatal,9.08403526785008e-06,21604713_36211303
toddler,-2.86672217992002e-05,21604713_36211303
early_adolescence,-6.05188908760829e-07,21600303_35104181
early_childhood,-5.23133226226629e-07,21600303_35104181
infancy,-4.10909090464541e-07,21600303_35104181
late_adolescence,-6.66013854189331e-07,21600303_35104181
middle_childhood,-5.6420241430116e-07,21600303_35104181
term_neonatal,-3.45929352728244e-07,21600303_35104181
toddler,-4.71374966780996e-07,21600303_35104181
early_adolescence,-7.21278807049744e-05,21603019_36314073
early_childhood,-3.87082805502313e-05,21603019_36314073
infancy,-5.12990802517436e-06,21603019_36314073
late_adolescence,-8.86729932650549e-05,21603019_36314073
middle_childhood,-5.5475734676514e-05,21603019_36314073
term_neonatal,1.14319477290721e-05,21603019_36314073
toddler,-2.18845440168095e-05,21603019_36314073
early_adolescence,-0.000174585252047274,21604857_36416532
early_childhood,-9.83540145427788e-05,21604857_36416532
infancy,-2.40979867912886e-05,21604857_36416532
late_adolescence,-0.00021272611411076,21604857_36416532
middle_childhood,-0.000136385516285911,21604857_36416532
term_neonatal,1.22774028676181e-05,21604857_36416532
toddler,-6.08515612125205e-05,21604857_36416532
early_adolescence,-0.0461544296377775,21603909_35809104
early_childhood,-0.0298443973846467,21603909_35809104
infancy,-0.0131200165948818,21603909_35809104
late_adolescence,-0.0541371270707125,21603909_35809104
middle_childhood,-0.038069328675377,21603909_35809104
term_neonatal,-0.00470303760167279,21603909_35809104
toddler,-0.0215161278737812,21603909_35809104
early_adolescence,-2.43113909791582e-07,21600493_36211269
early_childhood,-2.09040078915012e-07,21600493_36211269
infancy,-1.62226680757084e-07,21600493_36211269
late_adolescence,-2.6740983476101e-07,21600493_36211269
middle_childhood,-2.26332936278606e-07,21600493_36211269
term_neonatal,-1.3507900481171e-07,21600493_36211269
toddler,-1.87424578654363e-07,21600493_36211269
early_adolescence,1.54228541232945,21600946_37219849
early_childhood,0.983465681623296,21600946_37219849
infancy,0.372162834477347,21600946_37219849
late_adolescence,1.80406172741064,21600946_37219849
middle_childhood,1.27225563044967,21600946_37219849
term_neonatal,0.0608960190882548,21600946_37219849
toddler,0.681111579620238,21600946_37219849
early_adolescence,-1.52796019834634e-05,21603448_36316182
early_childhood,-8.79254964567941e-06,21603448_36316182
infancy,-1.6409083497104e-06,21603448_36316182
late_adolescence,-1.83102970813797e-05,21603448_36316182
middle_childhood,-1.2122945485724e-05,21603448_36316182
term_neonatal,2.09836668788449e-06,21603448_36316182
toddler,-5.28979699821044e-06,21603448_36316182
early_adolescence,-0.00039651324446181,21602700_36919231
early_childhood,-0.000205423903738724,21602700_36919231
infancy,-5.82758054766801e-05,21602700_36919231
late_adolescence,-0.000506899143818151,21602700_36919231
middle_childhood,-0.000292799305737955,21602700_36919231
term_neonatal,1.07683642847348e-05,21602700_36919231
toddler,-0.000129226849610691,21602700_36919231
early_adolescence,-0.00107333239559983,21603462_35204948
early_childhood,-0.000644964998628046,21603462_35204948
infancy,-0.000217566082440565,21603462_35204948
late_adolescence,-0.00128803850333468,21603462_35204948
middle_childhood,-0.000859059114426491,21603462_35204948
term_neonatal,-4.23964018823344e-06,21603462_35204948
toddler,-0.000431083200322826,21603462_35204948
early_adolescence,0.523823619724801,21602485_35506622
early_childhood,0.317152648817412,21602485_35506622
infancy,0.103615383001585,21602485_35506622
late_adolescence,0.626067386331488,21602485_35506622
middle_childhood,0.421277872371276,21602485_35506622
term_neonatal,-0.00391446621986206,21602485_35506622
toddler,0.21090828731526,21602485_35506622
early_adolescence,0.507682315710922,21604376_36718368
early_childhood,0.294714972065409,21604376_36718368
infancy,0.0818849170323926,21604376_36718368
late_adolescence,0.613554371894382,21604376_36718368
middle_childhood,0.401062046067071,21604376_36718368
term_neonatal,-0.0242524906967472,21604376_36718368
toddler,0.18824640414624,21604376_36718368
early_adolescence,-1.66283548293091e-06,21604425_35809225
early_childhood,1.76050196432312e-06,21604425_35809225
infancy,5.07978687153689e-06,21604425_35809225
late_adolescence,-3.43037623693473e-06,21604425_35809225
middle_childhood,5.74781677596993e-08,21604425_35809225
term_neonatal,6.67966830107384e-06,21604425_35809225
toddler,3.43175636619583e-06,21604425_35809225
early_adolescence,4.31539567083643e-05,21602978_36718155
early_childhood,2.39581941434739e-05,21602978_36718155
infancy,5.12921713144993e-06,21602978_36718155
late_adolescence,5.27436847631322e-05,21602978_36718155
middle_childhood,3.35400660089457e-05,21602978_36718155
term_neonatal,-4.1624917899629e-06,21602978_36718155
toddler,1.44872533607746e-05,21602978_36718155
early_adolescence,-3.39845324839104e-05,21603927_36516930
early_childhood,-1.78546214585656e-05,21603927_36516930
infancy,-2.24754029142857e-06,21603927_36516930
late_adolescence,-4.20611407747269e-05,21603927_36516930
middle_childhood,-2.58909934395412e-05,21603927_36516930
term_neonatal,5.3678964140807e-06,21603927_36516930
toddler,-9.97795811795952e-06,21603927_36516930
early_adolescence,5.43648435904555e-06,21604712_36718183
early_childhood,3.39780924392878e-06,21604712_36718183
infancy,1.21514567531072e-06,21604712_36718183
late_adolescence,6.40517534029563e-06,21604712_36718183
middle_childhood,4.44379531490833e-06,21604712_36718183
term_neonatal,1.09813065248329e-07,21604712_36718183
toddler,2.31493353524503e-06,21604712_36718183
early_adolescence,1.36076874980537,21600539_36718211
early_childhood,0.741679286462362,21600539_36718211
infancy,0.16767560438369,21600539_36718211
late_adolescence,1.68832233732148,21600539_36718211
middle_childhood,1.04419412574707,21600539_36718211
term_neonatal,-0.112368845116788,21600539_36718211
toddler,0.450935146608963,21600539_36718211
early_adolescence,-0.000141499171787647,21602736_35708093
early_childhood,-7.12721367721032e-05,21602736_35708093
infancy,-1.16117156287361e-05,21602736_35708093
late_adolescence,-0.00017863114691887,21602736_35708093
middle_childhood,-0.000105362449147312,21602736_35708093
term_neonatal,1.63485360092052e-05,21602736_35708093
toddler,-4.03772629901041e-05,21602736_35708093
early_adolescence,-0.00227984990143688,21603793_35205038
early_childhood,-0.00133430698984887,21603793_35205038
infancy,-0.000422433016097932,21603793_35205038
late_adolescence,-0.00275544649035287,21603793_35205038
middle_childhood,-0.00180472710449862,21603793_35205038
term_neonatal,2.64371712109487e-05,21603793_35205038
toddler,-0.000874446942278037,21603793_35205038
early_adolescence,1.70670333924388,21604755_37119544
early_childhood,0.926989203190239,21604755_37119544
infancy,0.206167092100145,21604755_37119544
late_adolescence,2.12141911204507,21604755_37119544
middle_childhood,1.30744827350432,21604755_37119544
term_neonatal,-0.145345786408727,21604755_37119544
toddler,0.561799798302494,21604755_37119544
early_adolescence,0.409145352665244,21601435_35607096
early_childhood,0.23715300987167,21601435_35607096
infancy,0.0652455367179717,21601435_35607096
late_adolescence,0.495228227840621,21601435_35607096
middle_childhood,0.323013852626039,21601435_35607096
term_neonatal,-0.0207576431131922,21601435_35607096
toddler,0.151311144528493,21601435_35607096
early_adolescence,1.7672889229543,40252237_35204905
early_childhood,1.04810646254704,40252237_35204905
infancy,0.315180161631679,40252237_35204905
late_adolescence,2.12835716533872,40252237_35204905
middle_childhood,1.41106206324722,40252237_35204905
term_neonatal,-0.0506759146592789,40252237_35204905
toddler,0.681623170877539,40252237_35204905
early_adolescence,-9.74746273866504e-05,21603925_36313529
early_childhood,-5.63779602800731e-05,21603925_36313529
infancy,-1.69194318318427e-05,21603925_36313529
late_adolescence,-0.000118276756308315,21603925_36313529
middle_childhood,-7.67476686147944e-05,21603925_36313529
term_neonatal,2.52634025200215e-06,21603925_36313529
toddler,-3.64891056978227e-05,21603925_36313529
early_adolescence,-1.81043786141377e-05,21602730_36416568
early_childhood,-1.14081495963025e-05,21602730_36416568
infancy,-4.41598853920636e-06,21602730_36416568
late_adolescence,-2.13098173090551e-05,21602730_36416568
middle_childhood,-1.48089545939891e-05,21602730_36416568
term_neonatal,-8.82797521080572e-07,21602730_36416568
toddler,-7.93233003430086e-06,21602730_36416568
early_adolescence,-1.03433488348036e-06,21604562_35707989
early_childhood,-5.7452537014646e-07,21604562_35707989
infancy,-1.80792738879628e-10,21604562_35707989
late_adolescence,-1.27088561779802e-06,21604562_35707989
middle_childhood,-8.10011578461307e-07,21604562_35707989
term_neonatal,3.30538787240492e-07,21604562_35707989
toddler,-3.05770296432062e-07,21604562_35707989
early_adolescence,-0.000342942060344054,21601684_36110697
early_childhood,-8.51467259542716e-05,21601684_36110697
infancy,0.000151467655760468,21601684_36110697
late_adolescence,-0.000477005078874082,21601684_36110697
middle_childhood,-0.000211154751616405,21601684_36110697
term_neonatal,0.000266174028969166,21601684_36110697
toddler,3.47688220879637e-05,21601684_36110697
early_adolescence,3.37565780229277,21603929_35104783
early_childhood,1.86488240868136,21603929_35104783
infancy,0.442284025146608,21603929_35104783
late_adolescence,4.15267978867549,21603929_35104783
middle_childhood,2.60832706355877,21603929_35104783
term_neonatal,-0.254004448798041,21603929_35104783
toddler,1.14558065190705,21603929_35104783
early_adolescence,-1.37151197637221e-05,21603497_36316349
early_childhood,-7.37219417370126e-06,21603497_36316349
infancy,-7.88328007551836e-07,21603497_36316349
late_adolescence,-1.68357590467282e-05,21603497_36316349
middle_childhood,-1.05674613718142e-05,21603497_36316349
term_neonatal,2.58719192505528e-06,21603497_36316349
toddler,-4.11416485489299e-06,21603497_36316349
early_adolescence,0.501222502637832,21603718_35909508
early_childhood,0.286552788439769,21603718_35909508
infancy,0.0838892334883146,21603718_35909508
late_adolescence,0.614249485997174,21603718_35909508
middle_childhood,0.391856676140365,21603718_35909508
term_neonatal,-0.0142121970755586,21603718_35909508
toddler,0.183900601770265,21603718_35909508
early_adolescence,0.363323230995269,21600096_36211466
early_childhood,0.222535048400354,21600096_36211466
infancy,0.0770765607772803,21600096_36211466
late_adolescence,0.430931682630806,21600096_36211466
middle_childhood,0.294012781570246,21600096_36211466
term_neonatal,0.00344414374047135,21600096_36211466
toddler,0.150106716177431,21600096_36211466
early_adolescence,2.40562881272394e-05,21604677_36211383
early_childhood,1.35572357703007e-05,21604677_36211383
infancy,3.16112936910141e-06,21604677_36211383
late_adolescence,2.91466206115313e-05,21604677_36211383
middle_childhood,1.88191158654567e-05,21604677_36211383
term_neonatal,-1.99019380701465e-06,21604677_36211383
toddler,8.33784309636671e-06,21604677_36211383
early_adolescence,-3.92007675556053,21603068_37320199
early_childhood,-1.72249412399779,21603068_37320199
infancy,0.852379756844162,21603068_37320199
late_adolescence,-4.95778666942695,21603068_37320199
middle_childhood,-2.85367340447024,21603068_37320199
term_neonatal,2.28851060940022,21603068_37320199
toddler,-0.492818852539606,21603068_37320199
early_adolescence,0.00428037993530649,21600989_35809054
early_childhood,0.002282089428374,21600989_35809054
infancy,0.000478817689864663,21600989_35809054
late_adolescence,0.00536737035045252,21600989_35809054
middle_childhood,0.00324544001458109,21600989_35809054
term_neonatal,-0.000404659490761869,21600989_35809054
toddler,0.00137007750411992,21600989_35809054
early_adolescence,1.96818636864991e-05,21600098_35809266
early_childhood,1.08339253845176e-05,21600098_35809266
infancy,2.53210267311136e-06,21600098_35809266
late_adolescence,2.43164314051737e-05,21600098_35809266
middle_childhood,1.5174436694144e-05,21600098_35809266
term_neonatal,-1.531019730716e-06,21600098_35809266
toddler,6.63634803573021e-06,21600098_35809266
early_adolescence,-5.07058703992835e-06,21604305_36718606
early_childhood,-2.81605688328103e-06,21604305_36718606
infancy,-8.0742593521901e-07,21604305_36718606
late_adolescence,-6.26706206411675e-06,21604305_36718606
middle_childhood,-3.9031056552887e-06,21604305_36718606
term_neonatal,1.65321373048685e-07,21604305_36718606
toddler,-1.79394415498479e-06,21604305_36718606
early_adolescence,1.43757963176598,21600096_36718440
early_childhood,0.735130858918261,21600096_36718440
infancy,0.102815924572266,21600096_36718440
late_adolescence,1.80989765569148,21600096_36718440
middle_childhood,1.07620249409515,21600096_36718440
term_neonatal,-0.202039691881815,21600096_36718440
toddler,0.412923758441075,21600096_36718440
early_adolescence,-1.38982834727593e-05,21603497_36110682
early_childhood,-7.76716972743554e-06,21603497_36110682
infancy,-1.48136947872624e-06,21603497_36110682
late_adolescence,-1.69901912501884e-05,21603497_36110682
middle_childhood,-1.08314605726966e-05,21603497_36110682
term_neonatal,1.7494725571399e-06,21603497_36110682
toddler,-4.65808549243877e-06,21603497_36110682
early_adolescence,0.216254253596081,21604115_35809011
early_childhood,0.129894214308903,21604115_35809011
infancy,0.0446891324261315,21604115_35809011
late_adolescence,0.259942962463316,21604115_35809011
middle_childhood,0.172927568963458,21604115_35809011
term_neonatal,0.00196830213273518,21604115_35809011
toddler,0.0872669075506308,21604115_35809011
early_adolescence,0.897653629215559,21604471_36718395
early_childhood,0.594367570047133,21604471_36718395
infancy,0.363869281493157,21604471_36718395
late_adolescence,1.07024173861826,21604471_36718395
middle_childhood,0.736949370565065,21604471_36718395
term_neonatal,0.266855361097391,21604471_36718395
toddler,0.470908922775829,21604471_36718395
early_adolescence,-2.15236141249803e-05,21604305_35607441
early_childhood,-1.35604546255114e-05,21604305_35607441
infancy,-5.488498497085e-06,21604305_35607441
late_adolescence,-2.53800128058305e-05,21604305_35607441
middle_childhood,-1.75628035744406e-05,21604305_35607441
term_neonatal,-1.43300195728733e-06,21604305_35607441
toddler,-9.53388446756419e-06,21604305_35607441
early_adolescence,-0.000621992079645697,21603912_35406310
early_childhood,-0.000327454529725854,21603912_35406310
infancy,-3.19705793774735e-05,21603912_35406310
late_adolescence,-0.000768032054744725,21603912_35406310
middle_childhood,-0.000475162814333005,21603912_35406310
term_neonatal,0.000113442285275814,21603912_35406310
toddler,-0.000179328946069878,21603912_35406310
early_adolescence,2.83667893519835e-05,21602735_37119745
early_childhood,1.60544803738788e-05,21602735_37119745
infancy,4.35151794585039e-06,21602735_37119745
late_adolescence,3.46381685880936e-05,21602735_37119745
middle_childhood,2.21345915635191e-05,21602735_37119745
term_neonatal,-1.3925639287753e-06,21602735_37119745
toddler,1.01420962099338e-05,21602735_37119745
early_adolescence,-2.17047720766312e-06,21602732_36919054
early_childhood,-9.39507824445383e-07,21602732_36919054
infancy,5.4424049619301e-07,21602732_36919054
late_adolescence,-2.71638867863783e-06,21602732_36919054
middle_childhood,-1.58444584186796e-06,21602732_36919054
term_neonatal,1.36800621061629e-06,21602732_36919054
toddler,-2.31340186683303e-07,21602732_36919054
early_adolescence,0.000560462642503307,21603097_36311982
early_childhood,0.000348089410162811,21603097_36311982
infancy,0.000122149511008056,21603097_36311982
late_adolescence,0.000661803754515497,21603097_36311982
middle_childhood,0.000456762090062526,21603097_36311982
term_neonatal,7.80910230351928e-06,21603097_36311982
toddler,0.000235937380649074,21603097_36311982
early_adolescence,0.000930598590286616,21603137_36211297
early_childhood,0.000496412188678786,21603137_36211297
infancy,7.40808962098772e-05,21603137_36211297
late_adolescence,0.00114119658671414,21603137_36211297
middle_childhood,0.000713417568341169,21603137_36211297
term_neonatal,-0.000133087289963809,21603137_36211297
toddler,0.000283428411312528,21603137_36211297
early_adolescence,2.49884952708992e-06,21600084_35104281
early_childhood,2.04346181735021e-06,21600084_35104281
infancy,2.0351936802215e-06,21600084_35104281
late_adolescence,2.92488438088506e-06,21600084_35104281
middle_childhood,2.19464909873591e-06,21600084_35104281
term_neonatal,2.03397824397827e-06,21600084_35104281
toddler,2.01372115759254e-06,21600084_35104281
early_adolescence,1.46389053173665,21604376_35305960
early_childhood,0.920581425705417,21604376_35305960
infancy,0.337382861076801,21604376_35305960
late_adolescence,1.72201309102367,21604376_35305960
middle_childhood,1.19940944132656,21604376_35305960
term_neonatal,0.0416548783386714,21604376_35305960
toddler,0.631443651726548,21604376_35305960
early_adolescence,-1.00828062551346e-07,21600663_36416606
early_childhood,8.96992905743725e-07,21600663_36416606
infancy,5.64971844792378e-06,21600663_36416606
late_adolescence,3.11782401968309e-07,21600663_36416606
middle_childhood,-4.59501178677877e-08,21600663_36416606
term_neonatal,8.99944837970897e-06,21600663_36416606
toddler,2.83703745667336e-06,21600663_36416606
early_adolescence,5.9831450489008e-06,21603613_35227885
early_childhood,1.98547452429128e-06,21603613_35227885
infancy,-1.12415746814261e-06,21603613_35227885
late_adolescence,8.32955253639198e-06,21603613_35227885
middle_childhood,3.8464448032439e-06,21603613_35227885
term_neonatal,-2.5422489819531e-06,21603613_35227885
toddler,3.56977441930392e-07,21603613_35227885
early_adolescence,0.526529850572514,21600097_36313550
early_childhood,0.31100259942641,21600097_36313550
