ATC_concept_class_id,ATC_concept_id,ATC_concept_name,Control,MedDRA_concept_class_id,MedDRA_concept_id,MedDRA_concept_name,ade,ade_name
ATC 5th,21602977,clarithromycin,P,PT,35909606,Cholestatic liver injury,21602977_35909606,clarithromycin and Cholestatic liver injury
ATC 5th,21602977,clarithromycin,P,PT,42889492,Acute yellow liver atrophy,21602977_42889492,clarithromycin and Acute yellow liver atrophy
ATC 5th,21602977,clarithromycin,P,PT,42889495,Drug-induced liver injury,21602977_42889495,clarithromycin and Drug-induced liver injury
ATC 5th,21602977,clarithromycin,P,PT,36009707,Erythema multiforme,21602977_36009707,clarithromycin and Erythema multiforme
ATC 5th,21602977,clarithromycin,P,PT,36045217,Fixed drug eruption,21602977_36045217,clarithromycin and Fixed drug eruption
ATC 5th,21602977,clarithromycin,P,PT,35607134,Oculomucocutaneous syndrome,21602977_35607134,clarithromycin and Oculomucocutaneous syndrome
ATC 5th,21602977,clarithromycin,P,PT,37320187,Rash papular,21602977_37320187,clarithromycin and Rash papular
ATC 5th,21602977,clarithromycin,P,PT,36009724,Stevens-Johnson syndrome,21602977_36009724,clarithromycin and Stevens-Johnson syndrome
ATC 5th,21602977,clarithromycin,P,PT,36009754,Toxic epidermal necrolysis,21602977_36009754,clarithromycin and Toxic epidermal necrolysis
ATC 5th,21602977,clarithromycin,P,PT,36009755,Toxic skin eruption,21602977_36009755,clarithromycin and Toxic skin eruption
ATC 5th,21602977,clarithromycin,P,PT,36313175,Platelet count abnormal,21602977_36313175,clarithromycin and Platelet count abnormal
ATC 5th,21602977,clarithromycin,P,PT,36313176,Platelet count decreased,21602977_36313176,clarithromycin and Platelet count decreased
ATC 5th,21602977,clarithromycin,P,PT,35104678,Platelet destruction increased,21602977_35104678,clarithromycin and Platelet destruction increased
ATC 5th,21602977,clarithromycin,P,PT,35104679,Platelet disorder,21602977_35104679,clarithromycin and Platelet disorder
ATC 5th,21602977,clarithromycin,P,PT,35104690,Platelet production decreased,21602977_35104690,clarithromycin and Platelet production decreased
ATC 5th,21602977,clarithromycin,P,PT,35104182,Purpura neonatal,21602977_35104182,clarithromycin and Purpura neonatal
ATC 5th,21602977,clarithromycin,P,PT,35104691,Thrombocytopenia,21602977_35104691,clarithromycin and Thrombocytopenia
ATC 5th,21602977,clarithromycin,P,PT,35104692,Thrombocytopenia neonatal,21602977_35104692,clarithromycin and Thrombocytopenia neonatal
ATC 5th,21602977,clarithromycin,P,PT,35104693,Thrombocytopenic purpura,21602977_35104693,clarithromycin and Thrombocytopenic purpura
ATC 5th,21602977,clarithromycin,P,PT,35104688,Heparin-induced thrombocytopenia,21602977_35104688,clarithromycin and Heparin-induced thrombocytopenia
ATC 5th,21602977,clarithromycin,P,PT,42889748,Heparin-induced thrombocytopenia test positive,21602977_42889748,clarithromycin and Heparin-induced thrombocytopenia test positive
ATC 5th,21602977,clarithromycin,P,PT,42888927,Non-immune heparin associated thrombocytopenia,21602977_42888927,clarithromycin and Non-immune heparin associated thrombocytopenia
ATC 5th,21603103,isoniazid,P,PT,36313522,Alanine aminotransferase abnormal,21603103_36313522,isoniazid and Alanine aminotransferase abnormal
ATC 5th,21603103,isoniazid,P,PT,36313524,Alanine aminotransferase increased,21603103_36313524,isoniazid and Alanine aminotransferase increased
ATC 5th,21603103,isoniazid,P,PT,35909522,Biliary cirrhosis,21603103_35909522,isoniazid and Biliary cirrhosis
ATC 5th,21603103,isoniazid,P,PT,36313544,Bilirubin conjugated increased,21603103_36313544,isoniazid and Bilirubin conjugated increased
ATC 5th,21603103,isoniazid,P,PT,35909527,Hepatic cirrhosis,21603103_35909527,isoniazid and Hepatic cirrhosis
ATC 5th,21603103,isoniazid,P,PT,35909611,Hepatic necrosis,21603103_35909611,isoniazid and Hepatic necrosis
ATC 5th,21603103,isoniazid,P,PT,35909471,Hepatitis cholestatic,21603103_35909471,isoniazid and Hepatitis cholestatic
ATC 5th,21603103,isoniazid,P,PT,35909622,Hepatocellular damage neonatal,21603103_35909622,isoniazid and Hepatocellular damage neonatal
ATC 5th,21603103,isoniazid,P,PT,35909624,Hepatocellular injury,21603103_35909624,isoniazid and Hepatocellular injury
ATC 5th,21603103,isoniazid,P,PT,36312568,Blood alkaline phosphatase increased,21603103_36312568,isoniazid and Blood alkaline phosphatase increased
ATC 5th,21603103,isoniazid,P,PT,36312566,Blood alkaline phosphatase abnormal,21603103_36312566,isoniazid and Blood alkaline phosphatase abnormal
ATC 5th,21603103,isoniazid,P,PT,35909628,Mixed liver injury,21603103_35909628,isoniazid and Mixed liver injury
ATC 5th,21603103,isoniazid,P,PT,35909503,Liver injury,21603103_35909503,isoniazid and Liver injury
ATC 5th,21603103,isoniazid,P,PT,36313543,Bilirubin conjugated abnormal,21603103_36313543,isoniazid and Bilirubin conjugated abnormal
ATC 5th,21603103,isoniazid,P,PT,35909606,Cholestatic liver injury,21603103_35909606,isoniazid and Cholestatic liver injury
ATC 5th,21603103,isoniazid,P,PT,42889492,Acute yellow liver atrophy,21603103_42889492,isoniazid and Acute yellow liver atrophy
ATC 5th,21603103,isoniazid,P,PT,42889495,Drug-induced liver injury,21603103_42889495,isoniazid and Drug-induced liver injury
ATC 5th,21603103,isoniazid,P,PT,36009707,Erythema multiforme,21603103_36009707,isoniazid and Erythema multiforme
ATC 5th,21603103,isoniazid,P,PT,36045217,Fixed drug eruption,21603103_36045217,isoniazid and Fixed drug eruption
ATC 5th,21603103,isoniazid,P,PT,35607134,Oculomucocutaneous syndrome,21603103_35607134,isoniazid and Oculomucocutaneous syndrome
ATC 5th,21603103,isoniazid,P,PT,37320187,Rash papular,21603103_37320187,isoniazid and Rash papular
ATC 5th,21603103,isoniazid,P,PT,36009724,Stevens-Johnson syndrome,21603103_36009724,isoniazid and Stevens-Johnson syndrome
ATC 5th,21603103,isoniazid,P,PT,36009754,Toxic epidermal necrolysis,21603103_36009754,isoniazid and Toxic epidermal necrolysis
ATC 5th,21603103,isoniazid,P,PT,36009755,Toxic skin eruption,21603103_36009755,isoniazid and Toxic skin eruption
ATC 5th,21603356,montelukast,P,PT,36919145,Acute psychosis,21603356_36919145,montelukast and Acute psychosis
ATC 5th,21603356,montelukast,P,PT,36919053,Affective disorder,21603356_36919053,montelukast and Affective disorder
ATC 5th,21603356,montelukast,P,PT,36918968,Delusion,21603356_36918968,montelukast and Delusion
ATC 5th,21603356,montelukast,P,PT,36918969,Delusion of grandeur,21603356_36918969,montelukast and Delusion of grandeur
ATC 5th,21603356,montelukast,P,PT,36918970,Delusion of reference,21603356_36918970,montelukast and Delusion of reference
ATC 5th,21603356,montelukast,P,PT,36918971,Delusion of replacement,21603356_36918971,montelukast and Delusion of replacement
ATC 5th,21603356,montelukast,P,PT,36918974,Erotomanic delusion,21603356_36918974,montelukast and Erotomanic delusion
ATC 5th,21603356,montelukast,P,PT,36919067,Grandiosity,21603356_36919067,montelukast and Grandiosity
ATC 5th,21603356,montelukast,P,PT,36918975,Jealous delusion,21603356_36918975,montelukast and Jealous delusion
ATC 5th,21603356,montelukast,P,PT,36919075,Paranoia,21603356_36919075,montelukast and Paranoia
ATC 5th,21603356,montelukast,P,PT,36918976,Persecutory delusion,21603356_36918976,montelukast and Persecutory delusion
ATC 5th,21603356,montelukast,P,PT,36919154,Schizoaffective disorder,21603356_36919154,montelukast and Schizoaffective disorder
ATC 5th,21603356,montelukast,P,PT,36919152,Senile psychosis,21603356_36919152,montelukast and Senile psychosis
ATC 5th,21603356,montelukast,P,PT,36919153,Shared psychotic disorder,21603356_36919153,montelukast and Shared psychotic disorder
ATC 5th,21603356,montelukast,P,PT,36918977,Somatic delusion,21603356_36918977,montelukast and Somatic delusion
ATC 5th,21603356,montelukast,P,PT,36919151,Reactive psychosis,21603356_36919151,montelukast and Reactive psychosis
ATC 5th,21603356,montelukast,P,PT,36919136,Transient psychosis,21603356_36919136,montelukast and Transient psychosis
ATC 5th,21603356,montelukast,P,PT,36919033,Bipolar disorder,21603356_36919033,montelukast and Bipolar disorder
ATC 5th,21603356,montelukast,P,PT,36718514,Epileptic psychosis,21603356_36718514,montelukast and Epileptic psychosis
ATC 5th,21603356,montelukast,P,PT,36919146,Childhood psychosis,21603356_36919146,montelukast and Childhood psychosis
ATC 5th,21603356,montelukast,P,PT,36919149,Psychotic disorder,21603356_36919149,montelukast and Psychotic disorder
ATC 5th,21603356,montelukast,P,PT,36919147,Hysterical psychosis,21603356_36919147,montelukast and Hysterical psychosis
ATC 5th,21603356,montelukast,P,PT,36918973,Depressive delusion,21603356_36918973,montelukast and Depressive delusion
ATC 5th,21603356,montelukast,P,PT,36211642,Psychosis postoperative,21603356_36211642,montelukast and Psychosis postoperative
ATC 5th,21603356,montelukast,P,PT,42890510,Postictal psychosis,21603356_42890510,montelukast and Postictal psychosis
ATC 5th,21603356,montelukast,P,PT,36919230,Completed suicide,21603356_36919230,montelukast and Completed suicide
ATC 5th,21603356,montelukast,P,PT,36919236,Suicide attempt,21603356_36919236,montelukast and Suicide attempt
ATC 5th,21603967,ibuprofen,P,PT,36315573,Blood creatinine abnormal,21603967_36315573,ibuprofen and Blood creatinine abnormal
ATC 5th,21603967,ibuprofen,P,PT,36315575,Blood creatinine increased,21603967_36315575,ibuprofen and Blood creatinine increased
ATC 5th,21603967,ibuprofen,P,PT,36315595,Creatinine renal clearance decreased,21603967_36315595,ibuprofen and Creatinine renal clearance decreased
ATC 5th,21603967,ibuprofen,P,PT,36315611,Inulin renal clearance decreased,21603967_36315611,ibuprofen and Inulin renal clearance decreased
ATC 5th,21603967,ibuprofen,P,PT,37019353,Renal cortical necrosis,21603967_37019353,ibuprofen and Renal cortical necrosis
ATC 5th,21603967,ibuprofen,P,PT,35506541,Renal papillary necrosis,21603967_35506541,ibuprofen and Renal papillary necrosis
ATC 5th,21603967,ibuprofen,P,PT,36315599,Creatinine urine decreased,21603967_36315599,ibuprofen and Creatinine urine decreased
ATC 5th,21603967,ibuprofen,P,PT,36315594,Creatinine renal clearance abnormal,21603967_36315594,ibuprofen and Creatinine renal clearance abnormal
ATC 5th,21603967,ibuprofen,P,PT,36009756,Anaphylactic reaction,21603967_36009756,ibuprofen and Anaphylactic reaction
ATC 5th,21603967,ibuprofen,P,PT,36009707,Erythema multiforme,21603967_36009707,ibuprofen and Erythema multiforme
ATC 5th,21603967,ibuprofen,P,PT,36045217,Fixed drug eruption,21603967_36045217,ibuprofen and Fixed drug eruption
ATC 5th,21603967,ibuprofen,P,PT,35607134,Oculomucocutaneous syndrome,21603967_35607134,ibuprofen and Oculomucocutaneous syndrome
ATC 5th,21603967,ibuprofen,P,PT,37320187,Rash papular,21603967_37320187,ibuprofen and Rash papular
ATC 5th,21603967,ibuprofen,P,PT,36009724,Stevens-Johnson syndrome,21603967_36009724,ibuprofen and Stevens-Johnson syndrome
ATC 5th,21603967,ibuprofen,P,PT,36009754,Toxic epidermal necrolysis,21603967_36009754,ibuprofen and Toxic epidermal necrolysis
ATC 5th,21603967,ibuprofen,P,PT,36009755,Toxic skin eruption,21603967_36009755,ibuprofen and Toxic skin eruption
ATC 5th,21604757,methylphenidate,P,PT,36919145,Acute psychosis,21604757_36919145,methylphenidate and Acute psychosis
ATC 5th,21604757,methylphenidate,P,PT,36919053,Affective disorder,21604757_36919053,methylphenidate and Affective disorder
ATC 5th,21604757,methylphenidate,P,PT,36918968,Delusion,21604757_36918968,methylphenidate and Delusion
ATC 5th,21604757,methylphenidate,P,PT,36918969,Delusion of grandeur,21604757_36918969,methylphenidate and Delusion of grandeur
ATC 5th,21604757,methylphenidate,P,PT,36918970,Delusion of reference,21604757_36918970,methylphenidate and Delusion of reference
ATC 5th,21604757,methylphenidate,P,PT,36918971,Delusion of replacement,21604757_36918971,methylphenidate and Delusion of replacement
ATC 5th,21604757,methylphenidate,P,PT,36918974,Erotomanic delusion,21604757_36918974,methylphenidate and Erotomanic delusion
ATC 5th,21604757,methylphenidate,P,PT,36919067,Grandiosity,21604757_36919067,methylphenidate and Grandiosity
ATC 5th,21604757,methylphenidate,P,PT,36918975,Jealous delusion,21604757_36918975,methylphenidate and Jealous delusion
ATC 5th,21604757,methylphenidate,P,PT,36919075,Paranoia,21604757_36919075,methylphenidate and Paranoia
ATC 5th,21604757,methylphenidate,P,PT,36918976,Persecutory delusion,21604757_36918976,methylphenidate and Persecutory delusion
ATC 5th,21604757,methylphenidate,P,PT,36919154,Schizoaffective disorder,21604757_36919154,methylphenidate and Schizoaffective disorder
ATC 5th,21604757,methylphenidate,P,PT,36919152,Senile psychosis,21604757_36919152,methylphenidate and Senile psychosis
ATC 5th,21604757,methylphenidate,P,PT,36919153,Shared psychotic disorder,21604757_36919153,methylphenidate and Shared psychotic disorder
ATC 5th,21604757,methylphenidate,P,PT,36918977,Somatic delusion,21604757_36918977,methylphenidate and Somatic delusion
ATC 5th,21604757,methylphenidate,P,PT,36919151,Reactive psychosis,21604757_36919151,methylphenidate and Reactive psychosis
ATC 5th,21604757,methylphenidate,P,PT,36919136,Transient psychosis,21604757_36919136,methylphenidate and Transient psychosis
ATC 5th,21604757,methylphenidate,P,PT,36919033,Bipolar disorder,21604757_36919033,methylphenidate and Bipolar disorder
ATC 5th,21604757,methylphenidate,P,PT,36718514,Epileptic psychosis,21604757_36718514,methylphenidate and Epileptic psychosis
ATC 5th,21604757,methylphenidate,P,PT,36919146,Childhood psychosis,21604757_36919146,methylphenidate and Childhood psychosis
ATC 5th,21604757,methylphenidate,P,PT,36919149,Psychotic disorder,21604757_36919149,methylphenidate and Psychotic disorder
ATC 5th,21604757,methylphenidate,P,PT,36919147,Hysterical psychosis,21604757_36919147,methylphenidate and Hysterical psychosis
ATC 5th,21604757,methylphenidate,P,PT,36918973,Depressive delusion,21604757_36918973,methylphenidate and Depressive delusion
ATC 5th,21604757,methylphenidate,P,PT,36211642,Psychosis postoperative,21604757_36211642,methylphenidate and Psychosis postoperative
ATC 5th,21604757,methylphenidate,P,PT,42890510,Postictal psychosis,21604757_42890510,methylphenidate and Postictal psychosis
ATC 5th,21604941,mebendazole,P,PT,36313522,Alanine aminotransferase abnormal,21604941_36313522,mebendazole and Alanine aminotransferase abnormal
ATC 5th,21604941,mebendazole,P,PT,36313524,Alanine aminotransferase increased,21604941_36313524,mebendazole and Alanine aminotransferase increased
ATC 5th,21604941,mebendazole,P,PT,35909522,Biliary cirrhosis,21604941_35909522,mebendazole and Biliary cirrhosis
ATC 5th,21604941,mebendazole,P,PT,36313544,Bilirubin conjugated increased,21604941_36313544,mebendazole and Bilirubin conjugated increased
ATC 5th,21604941,mebendazole,P,PT,35909527,Hepatic cirrhosis,21604941_35909527,mebendazole and Hepatic cirrhosis
ATC 5th,21604941,mebendazole,P,PT,35909611,Hepatic necrosis,21604941_35909611,mebendazole and Hepatic necrosis
ATC 5th,21604941,mebendazole,P,PT,35909471,Hepatitis cholestatic,21604941_35909471,mebendazole and Hepatitis cholestatic
ATC 5th,21604941,mebendazole,P,PT,35909622,Hepatocellular damage neonatal,21604941_35909622,mebendazole and Hepatocellular damage neonatal
ATC 5th,21604941,mebendazole,P,PT,35909624,Hepatocellular injury,21604941_35909624,mebendazole and Hepatocellular injury
ATC 5th,21604941,mebendazole,P,PT,36312568,Blood alkaline phosphatase increased,21604941_36312568,mebendazole and Blood alkaline phosphatase increased
ATC 5th,21604941,mebendazole,P,PT,36312566,Blood alkaline phosphatase abnormal,21604941_36312566,mebendazole and Blood alkaline phosphatase abnormal
ATC 5th,21604941,mebendazole,P,PT,35909628,Mixed liver injury,21604941_35909628,mebendazole and Mixed liver injury
ATC 5th,21604941,mebendazole,P,PT,35909503,Liver injury,21604941_35909503,mebendazole and Liver injury
ATC 5th,21604941,mebendazole,P,PT,36313543,Bilirubin conjugated abnormal,21604941_36313543,mebendazole and Bilirubin conjugated abnormal
ATC 5th,21604941,mebendazole,P,PT,35909606,Cholestatic liver injury,21604941_35909606,mebendazole and Cholestatic liver injury
ATC 5th,21604941,mebendazole,P,PT,42889492,Acute yellow liver atrophy,21604941_42889492,mebendazole and Acute yellow liver atrophy
ATC 5th,21604941,mebendazole,P,PT,42889495,Drug-induced liver injury,21604941_42889495,mebendazole and Drug-induced liver injury
