drugA,drugB,meddra,type,dynamic,n_injected
21602734,21601390,37219863,negative,,0
21600575,21602102,35104877,negative,,0
21603080,21603082,35708093,negative,,0
21604544,21604571,36919235,negative,,0
21604431,21604574,37522220,negative,,0
21602256,21604344,35708154,negative,,0
21602256,21603864,35809054,negative,,0
21601390,21601423,35104746,negative,,0
21601518,21604348,36416595,negative,,0
21600084,21600097,35809310,negative,,0
21604344,21604348,36718353,negative,,0
21601423,21603800,35104304,negative,,0
21604712,21603448,37622529,negative,,0
21601390,21603732,37019261,negative,,0
21603158,21603161,35809330,negative,,0
21601394,21603718,36416606,negative,,0
21603968,21603980,36211492,negative,,0
21602735,21603929,36110888,negative,,0
21603896,21603924,36110552,negative,,0
21601399,21603929,37320212,negative,,0
21604272,21604344,37622449,negative,,0
21601518,21602732,36110649,negative,,0
21603909,21603929,36110933,negative,,0
21604344,21604712,36919236,negative,,0
21601392,21601399,36009894,negative,,0
21602256,21603864,35809243,negative,,0
21602734,21601392,35809327,negative,,0
21600096,21602735,35809243,negative,,0
21602732,21602735,35808914,negative,,0
21602338,21603925,42889495,negative,,0
21604344,21604348,36313221,negative,,0
21602730,21602737,35708154,negative,,0
21603285,21603356,35708208,negative,,0
21602102,21602737,36314494,negative,,0
21603082,21604344,35809054,negative,,0
21601390,21601423,35909469,negative,,0
21600604,21604344,35809054,negative,,0
21603140,21603925,35809054,negative,,0
21603917,21604415,37220005,negative,,0
21604422,21604571,37220005,negative,,0
21600098,21600493,35707713,negative,,0
21600084,21604677,36416501,negative,,0
21603911,21603929,36315380,negative,,0
21602485,21603980,35708202,negative,,0
21601390,21603718,37219865,negative,,0
21602256,21603905,35708164,negative,,0
21603967,21604348,35708100,negative,,0
21601394,21603748,36617218,negative,,0
21602735,21601423,35708156,negative,,0
21604344,21604348,35809039,negative,,0
21601390,21601423,37219921,negative,,0
21600505,21603929,35104125,negative,,0
21601394,21601423,35708202,negative,,0
21604714,21604762,36919235,negative,,0
21601439,21603748,37522220,negative,,0
21601390,21601399,37320212,negative,,0
21604431,21604433,35204948,negative,,0
21604436,21604437,36718530,negative,,0
21601390,21603718,37219868,negative,,0
21600493,21604344,42889647,negative,,0
21602735,21603929,36718379,negative,,0
21604402,21604432,37220005,negative,,0
21601747,21603925,36315575,negative,,0
21601431,21603929,37320212,negative,,0
21602730,21601390,35104236,negative,,0
21601392,21601423,36313176,negative,,0
21602085,21603131,36313605,negative,,0
21600083,21602338,35708038,negative,,0
21601435,21603925,36009891,negative,,0
21600096,21603980,35708154,negative,,0
21600965,21600448,35708208,negative,,0
21600100,21600493,35708208,negative,,0
21603967,21604857,35809243,negative,,0
21601428,21601435,36416568,negative,,0
21601423,21603929,36110918,negative,,0
21602737,21601435,36313436,negative,,0
21601390,21601431,36211181,negative,,0
21600448,21603549,36313534,negative,,0
21603019,21603613,35506628,negative,,0
21603967,21603980,36110930,negative,,0
21603163,21603173,35809330,negative,,0
21602924,21603080,35104877,negative,,0
21600448,21603549,35205038,negative,,0
21604640,21604745,36718298,negative,,0
21601202,21601518,37019318,negative,,0
21602898,21604399,35204948,negative,,0
21603925,21603929,35506609,negative,,0
43534761,21601031,35809054,negative,,0
21602338,21603929,37522220,negative,,0
21603967,21603980,36110933,negative,,0
21604542,21604559,36919158,negative,,0
21601431,21603618,36211181,negative,,0
21601390,21604344,36313476,negative,,0
21603929,21604434,36516812,negative,,0
21600575,21605129,35205038,negative,,0
21603756,21603285,36110852,negative,,0
21601129,21603929,35809054,negative,,0
21603082,21601423,35104113,negative,,0
21602732,21603718,37522220,negative,,0
21604529,21604556,35809327,negative,,0
21602256,21603911,35708564,negative,,0
21600658,21603285,36110922,negative,,0
21603718,21603851,36416595,negative,,0
21603756,21603896,36110597,negative,,0
21600097,21602485,35909445,negative,,0
21601431,21603851,35708642,negative,,0
21602737,21603929,37219863,negative,,0
21602730,21603929,36312077,negative,,0
21600395,21604562,42890557,negative,,0
21600663,21604889,36516818,negative,,0
21602732,21602737,36110649,negative,,0
21603909,21603448,35809054,negative,,0
21603131,21601390,36009891,negative,,0
21604757,21603356,36919098,negative,,0
21604272,21604643,36918937,negative,,0
21600493,21603980,36211492,negative,,0
21601390,21601399,35104199,negative,,0
21602734,21601423,37219831,negative,,0
21600493,21603925,35506628,negative,,0
21602730,21603800,35909511,negative,,0
21603909,21603927,36110918,negative,,0
21601390,21601431,36110652,negative,,0
21601003,21600449,36110540,negative,,0
21602096,21604857,35205184,negative,,0
21601129,21603641,36718530,negative,,0
21603312,21603392,36315380,negative,,0
21602102,21603448,35104883,negative,,0
21601518,21602732,35707864,negative,,0
21602256,21604298,36919230,negative,,0
21602730,21603732,35708642,negative,,0
21600484,21604571,35809054,negative,,0
21603080,21603929,37522220,negative,,0
21604260,21604544,36919230,negative,,0
21603009,21604131,35104877,negative,,0
21601392,21603718,35104397,negative,,0
21601390,21601435,37019318,negative,,0
21601423,21603732,36110597,negative,,0
21600663,21602256,35809115,negative,,0
21602735,21603927,35809076,negative,,0
21603921,21604889,36516781,negative,,0
21602085,21604210,37622499,negative,,0
21602732,21601423,43562937,negative,,0
21602485,21602735,35708208,negative,,0
21604571,21604577,36918942,negative,,0
21603356,21603448,35809054,negative,,0
21600663,21601423,36516802,negative,,0
21601394,21603718,35809310,negative,,0
21601423,21601428,37019321,negative,,0
21604272,21604436,35809054,negative,,0
21602823,21604434,36818646,negative,,0
21603967,21603448,35205025,negative,,0
21601423,21603929,35205388,negative,,0
21601200,21604272,36718298,negative,,0
21600604,21603080,35809054,negative,,0
21603758,21603896,36211181,negative,,0
21603911,21603968,36313153,negative,,0
21601428,21601435,37219905,negative,,0
21600494,21601423,35708154,negative,,0
21603896,21603916,35809327,negative,,0
21603718,21603730,35104877,negative,,0
21603080,21605129,35809054,negative,,0
21603080,21603925,43562936,negative,,0
21603911,21603912,35809104,negative,,0
21602735,21603968,35809243,negative,,0
21604272,21604571,35204948,negative,,0
21600084,21600493,35809243,negative,,0
21603911,21603929,36110708,negative,,0
21603980,21604344,35809054,negative,,0
21601394,21601435,36110715,negative,,0
21604559,40252237,35809327,negative,,0
21603080,21603929,37622529,negative,,0
21601423,21601435,42888943,negative,,0
21600083,21600493,37522220,negative,,0
21602730,21601423,37522220,negative,,0
21601390,21601431,36617309,negative,,0
21602734,21603929,35205038,negative,,0
21602732,21603929,36009894,negative,,0
21600493,21601423,36718132,negative,,0
21600193,21600493,36718440,negative,,0
21602737,21604272,35104074,negative,,0
21602085,21603897,35104177,negative,,0
21602102,21602737,36718537,negative,,0
21603718,21604348,36313476,negative,,0
21601419,21603761,35809120,negative,,0
21603905,21603909,36315486,negative,,0
21602732,21603929,36313176,negative,,0
21603908,21603929,37320158,negative,,0
21604393,21604399,37320212,negative,,0
21601390,21603929,37080784,negative,,0
21604415,21604711,36918858,negative,,0
21600083,21605129,37219907,negative,,0
21604529,21604757,35809327,negative,,0
21604272,21604433,37220005,negative,,0
21601390,21603756,36009895,negative,,0
21602735,21604344,36416606,negative,,0
21603921,21603929,35205025,negative,,0
21602734,21603925,36110649,negative,,0
21600399,21604757,35809076,negative,,0
21600083,21602732,35809054,negative,,0
21604344,21604434,35708208,negative,,0
21601399,21601423,36110874,negative,,0
21603967,21603980,37019358,negative,,0
21602338,21603135,36110887,negative,,0
21600096,21603392,36110591,negative,,0
21602735,21603356,36718132,negative,,0
21601450,21603795,36617295,negative,,0
21604131,21603462,36313594,negative,,0
21604559,21604713,36919235,negative,,0
21602730,21601390,35205230,negative,,0
21603080,21603925,36110888,negative,,0
21604415,21604559,36718220,negative,,0
21602735,21603929,43562937,negative,,0
21601161,21601534,37219868,negative,,0
21604436,21604677,43053854,negative,,0
21602256,21603312,35708202,negative,,0
21604344,21603448,37320197,negative,,0
21602737,21601435,36009955,negative,,0
21602737,21601423,35205038,negative,,0
21604344,21604348,35809115,negative,,0
21604305,21604344,35809054,negative,,0
21603898,21603905,36009738,negative,,0
21603312,1588697,37219907,negative,,0
21603905,21603917,35809323,negative,,0
21604272,21604571,35809243,negative,,0
21602735,21602737,36313524,negative,,0
21602734,21601423,36313436,negative,,0
21602256,21604344,35708093,negative,,0
21602102,21601435,36416563,negative,,0
21600097,21604348,37622449,negative,,0
21603019,21603613,36416501,negative,,0
21601435,21603929,36311923,negative,,0
21601390,21601423,36009876,negative,,0
21602919,43534853,37522181,negative,,0
21603909,21603448,35708044,negative,,0
21604417,21604590,35204966,negative,,0
21601390,21601423,36617416,negative,,0
21601423,21603929,36111047,negative,,0
21601423,21604399,35809327,negative,,0
21604402,21604571,36416500,negative,,0
21602485,21602978,36211303,negative,,0
21604711,21604714,36315381,negative,,0
21601423,21603908,35707930,negative,,0
21604542,21604559,36718201,negative,,0
21600493,21602732,36718119,negative,,0
21601423,21603925,36211190,negative,,0
21603312,21603356,37522220,negative,,0
21601003,21602648,35809243,negative,,0
21604559,21604757,36718347,negative,,0
21603009,21603607,36313524,negative,,0
21603718,21603800,35809054,negative,,0
21602690,21602737,35809005,negative,,0
21604415,21604566,37522220,negative,,0
21602102,21601423,35909594,negative,,0
21600097,21600484,35104877,negative,,0
21601423,21603929,36416526,negative,,0
21603896,21603925,36110642,negative,,0
21600819,21602040,35104100,negative,,0
21604417,21604436,36718321,negative,,0
21600083,21602485,35909443,negative,,0
21602734,21603718,36009891,negative,,0
21601431,21603896,37320212,negative,,0
21601423,21601435,35104199,negative,,0
21600083,21602737,35708208,negative,,0
21603908,21603929,35809083,negative,,0
21602256,21603909,36516786,negative,,0
21600083,21600493,35104691,negative,,0
21602732,21603896,42889647,negative,,0
21601518,21603549,37219868,negative,,0
21602256,21603911,37521035,negative,,0
21600096,21600816,35809076,negative,,0
21604344,21603448,35809327,negative,,0
21604399,21604436,36776613,negative,,0
21601423,21603929,35104826,negative,,0
21602735,21603756,37019292,negative,,0
21601129,21603909,37219907,negative,,0
21601431,21603718,35809327,negative,,0
21601423,21603929,35909572,negative,,0
21601003,21602648,35708093,negative,,0
21604559,21604571,35204948,negative,,0
21603312,21603392,36110591,negative,,0
21602102,21603718,35809207,negative,,0
21602734,21603732,35104877,negative,,0
21600663,21602256,36110649,negative,,0
21600083,21603356,35809079,negative,,0
21600096,21604433,37220005,negative,,0
21602485,21602732,36211303,negative,,0
21603160,21603161,36312538,negative,,0
21604399,21604431,36718179,negative,,0
21603967,21603980,36211474,negative,,0
21604393,21604425,35809059,negative,,0
21601423,21603929,35707920,negative,,0
21601390,21603929,35205240,negative,,0
21604272,21604571,35205038,negative,,0
21602338,21601399,35707751,negative,,0
21603288,21603356,36516959,negative,,0
21603164,21603173,35708208,negative,,0
21602102,21602737,37219810,negative,,0
21601390,21603718,35843700,negative,,0
21603851,21603929,37622449,negative,,0
21600493,21604857,35708154,negative,,0
21602102,21603732,35104877,negative,,0
21602898,21603917,36416500,negative,,0
21600084,21602338,35708093,negative,,0
21604562,21604757,36919068,negative,,0
21603897,21603925,37080784,negative,,0
21605014,21603525,36211491,negative,,0
21601129,21603929,36110715,negative,,0
21600448,21602648,35809072,negative,,0
21601003,21600449,37220014,negative,,0
21600083,21600493,35809079,negative,,0
21602730,21603718,35707713,negative,,0
21601423,21603924,37019318,negative,,0
21604348,21605129,36110597,negative,,0
21604711,40252237,35809327,negative,,0
21600096,21603925,35708202,negative,,0
21602898,21603980,35809054,negative,,0
21602085,21603131,36211179,negative,,0
21602256,21601423,36110534,negative,,0
21602256,21603911,35607345,negative,,0
21602256,21603911,36110678,negative,,0
21601518,21603925,35809054,negative,,0
21602485,21603965,37219871,negative,,0
21602734,21603925,35708093,negative,,0
21604562,21604714,35809076,negative,,0
21603967,21603980,37219868,negative,,0
21604415,21604655,42889647,negative,,0
21602256,21601423,36718132,negative,,0
21602735,21601435,35809054,negative,,0
21600494,21601423,35909508,negative,,0
21603921,21603929,36517125,negative,,0
21602732,21604402,35205345,negative,,0
21604344,21603448,35708628,negative,,0
21600816,21603019,42889536,negative,,0
21604434,21605129,35809054,negative,,0
21604431,21604718,35506601,negative,,0
21601399,21601423,36110974,negative,,0
21604516,21604571,35809327,negative,,0
21602102,21601435,35809310,negative,,0
21603911,21603968,35809005,negative,,0
21601428,21601429,35809054,negative,,0
21600493,21604344,35809207,negative,,0
21601129,21602732,35809327,negative,,0
21604415,21604436,35809077,negative,,0
21600493,21601390,36718132,negative,,0
21600965,21600234,35708154,negative,,0
21601390,21605269,36718132,negative,,0
21604559,21604563,36919046,negative,,0
21600664,21602256,36416514,negative,,0
21603732,21603749,35809327,negative,,0
21602102,21603929,37219907,negative,,0
21604272,21604436,35204948,negative,,0
21601428,21603732,36516749,negative,,0
21602485,21602823,35205185,negative,,0
21604440,21604566,36776613,negative,,0
21604393,21604643,35708344,negative,,0
21601390,21603924,36009895,negative,,0
21601390,21601407,35104877,negative,,0
21602737,21601390,35909511,negative,,0
21601518,21604562,42889636,negative,,0
21602730,21602735,35909624,negative,,0
21604344,21604348,36718433,negative,,0
21601518,21604344,36718132,negative,,0
21602485,21604348,36919046,negative,,0
21602730,21601423,37219905,negative,,0
21603980,21604431,35809243,negative,,0
21602338,21603718,36009891,negative,,0
21603945,21603641,36416606,negative,,0
21601003,21600449,37622449,negative,,0
21600395,21604434,36818646,negative,,0
21604425,21604436,35708208,negative,,0
21601435,21603925,35708154,negative,,0
21602485,21602823,35708202,negative,,0
21602102,21603777,36416595,negative,,0
21600604,21601911,35708171,negative,,0
21603288,21603356,36919042,negative,,0
21604422,21604433,35909508,negative,,0
21602102,21602737,36718555,negative,,0
21600083,21603968,36516812,negative,,0
21600965,21600994,35809054,negative,,0
21600816,21602919,36316012,negative,,0
21604559,21604762,36918918,negative,,0
21603718,21603929,36110974,negative,,0
21602735,21603917,35708202,negative,,0
21604191,21604393,37622449,negative,,0
21601911,21603927,36315575,negative,,0
21602256,21601423,36416514,negative,,0
21601423,21603896,36110874,negative,,0
21602734,21603756,37219907,negative,,0
21600097,21602485,37521342,negative,,0
21601423,21604348,36416595,negative,,0
21602734,21603718,35104236,negative,,0
21601003,21600449,36111004,negative,,0
21604559,21604655,45885696,negative,,0
21604712,21603448,36311923,negative,,0
21603718,21603924,36110888,negative,,0
21600493,21604434,35708154,negative,,0
21600493,21600816,35809076,negative,,0
21603288,21603312,36211496,negative,,0
21604422,21604431,35809330,negative,,0
21601394,21603929,35737628,negative,,0
21603082,21603448,35708093,negative,,0
21604431,21604571,36776613,negative,,0
21601129,21604431,35205305,negative,,0
21602096,21604857,36718298,negative,,0
21601390,21603718,36718123,negative,,0
21603080,21604857,35708202,negative,,0
21602732,21601435,36110062,negative,,0
21600747,21604436,37622449,negative,,0
21604344,21604590,36110540,negative,,0
21601390,21603732,35205230,negative,,0
21602732,21604393,36416500,negative,,0
21603175,21603897,37622529,negative,,0
21600816,21602256,35707866,negative,,0
21600575,1588697,37522181,negative,,0
21604544,21604711,36211492,negative,,0
21603160,21603161,35104883,negative,,0
21602256,21603864,37521618,negative,,0
21600083,21602485,35909441,negative,,0
21603911,21604714,35809327,negative,,0
21600083,21604425,36776613,negative,,0
21601390,21601423,36718449,negative,,0
21604562,21604714,36718301,negative,,0
21600493,21602102,37219907,negative,,0
21601518,21602732,35104165,negative,,0
21600965,21602653,37219867,negative,,0
21603908,21603909,43053882,negative,,0
21603908,21603911,37420551,negative,,0
21603356,21603448,35708202,negative,,0
21602730,21604348,35809207,negative,,0
21604559,21604888,36718267,negative,,0
21601431,21603756,36110874,negative,,0
21604436,21604440,35204966,negative,,0
21602921,21604642,43053854,negative,,0
21600100,21602485,35708208,negative,,0
21604559,21604562,36919149,negative,,0
21604516,21604559,35809327,negative,,0
21601423,21603929,36718237,negative,,0
21603074,21603082,35104877,negative,,0
21601390,21603924,35708093,negative,,0
21600994,21602648,36110642,negative,,0
21602732,21604440,37622449,negative,,0
21603967,21603980,35607031,negative,,0
21600965,21602648,35708208,negative,,0
21602485,21604718,36211303,negative,,0
21600098,21604344,35809054,negative,,0
21603009,21603607,36718500,negative,,0
21602338,21603082,37019318,negative,,0
21603911,21603912,35809327,negative,,0
21601518,21602648,35909508,negative,,0
21602978,21604344,35809054,negative,,0
21604415,21604431,35708208,negative,,0
21603756,21603912,36009833,negative,,0
21601428,21603800,35104113,negative,,0
21604051,21603641,36919236,negative,,0
21603980,21604711,36919230,negative,,0
21602256,21603911,35708063,negative,,0
21601390,21601423,45885904,negative,,0
21601390,21603718,36315486,negative,,0
21603392,21605129,35205029,negative,,0
21603756,21603921,788653,negative,,0
21603980,21604260,35809243,negative,,0
21604559,21604757,36718220,negative,,0
21602730,21603718,36617295,negative,,0
21603009,21604131,35809054,negative,,0
21604348,21603448,35607306,negative,,0
21603732,21603748,35909508,negative,,0
21604344,21603448,35809131,negative,,0
21603163,21603164,36314099,negative,,0
21602338,21602735,37080784,negative,,0
21602734,21603924,36009895,negative,,0
21602485,21604857,36211303,negative,,0
21603967,21604344,36313091,negative,,0
21604417,21604422,36919059,negative,,0
21602338,21603897,35708093,negative,,0
21601390,21603896,36110591,negative,,0
21603925,21605269,35809054,negative,,0
21600083,21600448,35708208,negative,,0
21602734,21603718,35104868,negative,,0
21602338,21603756,43562827,negative,,0
21600083,21603312,36110597,negative,,0
21602485,21602978,35205185,negative,,0
21604437,21604440,36776613,negative,,0
21601161,21604348,36313534,negative,,0
21600083,21603448,35809082,negative,,0
21604422,21604431,35104746,negative,,0
21602735,21601435,36416501,negative,,0
21601518,21604272,36416501,negative,,0
21600816,21602690,42889379,negative,,0
21603896,21603925,36416487,negative,,0
21602504,21604562,37119545,negative,,0
21602338,21601399,35909571,negative,,0
21603896,21603897,45885904,negative,,0
21603967,21604348,45885570,negative,,0
21600493,21603448,36009711,negative,,0
21604543,21604544,36718175,negative,,0
21604559,21604562,36776613,negative,,0
21601423,21603929,43054174,negative,,0
21601390,21603756,36110597,negative,,0
21603800,21603929,36009756,negative,,0
21601045,21604348,35809054,negative,,0
21600493,21604571,35809115,negative,,0
21600493,21604260,35809054,negative,,0
21603080,21603929,36009891,negative,,0
21604544,21604712,36918945,negative,,0
21600096,21600111,35909443,negative,,0
21601423,21603929,37521018,negative,,0
21603080,21603718,35708093,negative,,0
21601670,21604434,42890557,negative,,0
21602730,21603800,35104113,negative,,0
21601423,21603908,36516802,negative,,0
21604422,21604559,36919149,negative,,0
21603009,21603607,35708154,negative,,0
21603967,21604348,37622449,negative,,0
21601423,21603929,36110708,negative,,0
21603160,21603173,42889636,negative,,0
21601003,21600449,36314117,negative,,0
21604543,21604571,35809076,negative,,0
21602735,21603921,35809327,negative,,0
21600493,21602737,36313176,negative,,0
21601428,21601435,35707991,negative,,0
21602735,21601423,36416563,negative,,0
21602256,21603929,35606985,negative,,0
21604571,21604714,36718132,negative,,0
21604559,21604760,36718370,negative,,0
21602735,45893488,35809327,negative,,0
21604272,21604677,36416501,negative,,0
21601423,21603908,37622449,negative,,0
21600083,21601274,37522220,negative,,0
21604422,21604543,35809327,negative,,0
21603967,21603980,36211136,negative,,0
21601129,21602256,36516959,negative,,0
21603285,21603312,35708208,negative,,0
21600747,21604542,36315381,negative,,0
21602735,21601423,36313585,negative,,0
21603905,21603909,35708208,negative,,0
21602648,21602653,35808942,negative,,0
21601423,21603905,35809323,negative,,0
21600083,21600816,36211462,negative,,0
21603164,21603165,35708603,negative,,0
21604559,21604562,36718265,negative,,0
21600096,21600098,35809243,negative,,0
21603925,21603929,37019308,negative,,0
21601003,21602648,35809076,negative,,0
21602338,21601431,35104236,negative,,0
21600493,21601423,36718347,negative,,0
21602256,21604745,36718317,negative,,0
21601423,21601431,36110649,negative,,0
21602256,21603911,35406391,negative,,0
21603164,21603165,37019321,negative,,0
21600096,21603924,37622499,negative,,0
21602737,21601390,35104103,negative,,0
21604230,21604272,35809243,negative,,0
21604543,21604544,36919127,negative,,0
21601390,21603800,42888943,negative,,0
21602737,21603929,36416514,negative,,0
21603908,21603929,35809166,negative,,0
21604516,21604559,35809115,negative,,0
21604529,21604562,35506601,negative,,0
21603256,21603312,37320212,negative,,0
21601518,21603929,35909508,negative,,0
21600098,21605129,35306246,negative,,0
21603925,21603927,36315575,negative,,0
21601423,21603800,36516959,negative,,0
21601435,21603800,36313176,negative,,0
21601927,21603078,37522220,negative,,0
21604415,21604431,36718523,negative,,0
21601684,21603967,36211492,negative,,0
21602102,21603799,36416606,negative,,0
21602102,21601423,36110597,negative,,0
21601129,21603929,35809076,negative,,0
21604417,21604422,36718433,negative,,0
21600098,21601534,35809054,negative,,0
21602256,21603911,35808988,negative,,0
21602737,21603929,35909511,negative,,0
21603019,21603392,42889536,negative,,0
21603924,21603929,35104243,negative,,0
21602734,21603756,36009957,negative,,0
21602338,21601423,35104877,negative,,0
21602921,21603082,35809054,negative,,0
21600097,21603448,37622449,negative,,0
21601390,21603896,42888965,negative,,0
21601390,21601423,35707713,negative,,0
21602102,21601435,36776613,negative,,0
21601435,21603800,36416606,negative,,0
21603718,21603929,35104113,negative,,0
21604718,21604745,36211496,negative,,0
21600493,21601423,36516959,negative,,0
21602256,21603911,35708243,negative,,0
21600505,21601394,35104877,negative,,0
21602735,21603925,35809327,negative,,0
21603967,21603980,35707754,negative,,0
21601129,21602735,35708044,negative,,0
21600946,21604344,35708208,negative,,0
21601390,21601399,35707751,negative,,0
21603718,21603748,35406359,negative,,0
21601390,21601394,37622455,negative,,0
21603009,21603967,35708208,negative,,0
21604433,21604436,35809118,negative,,0
21602485,21603968,35708156,negative,,0
21600663,21602735,35809115,negative,,0
21602289,21602295,36009783,negative,,0
21602256,21603912,36009833,negative,,0
21602730,21603929,36110852,negative,,0
21600096,21603497,35708208,negative,,0
21600034,21602735,35809327,negative,,0
21603896,21603925,42889365,negative,,0
21600816,21604566,35809054,negative,,0
21602737,21601435,36718586,negative,,0
21604559,21604712,36918942,negative,,0
21601423,21603929,36718151,negative,,0
21602730,21602735,36313524,negative,,0
21602338,21603925,35104868,negative,,0
21602338,21603927,36009901,negative,,0
21604418,21604559,35506601,negative,,0
21601129,21603929,35809011,negative,,0
21600604,21603896,35104883,negative,,0
21601442,21604399,35104199,negative,,0
21604415,21604433,35809054,negative,,0
21602732,21603925,35708642,negative,,0
21602102,21601435,35809054,negative,,0
21600493,21601390,36416606,negative,,0
21601423,21601433,36516876,negative,,0
21601419,21603749,35104074,negative,,0
21603929,21603968,35809327,negative,,0
21604344,21604348,35809058,negative,,0
21602732,21603897,36110736,negative,,0
21602737,21603929,36111004,negative,,0
21603909,21603927,35205038,negative,,0
21604399,21604422,36718220,negative,,0
21601423,21604260,35708208,negative,,0
21601003,21601534,37522220,negative,,0
21604543,21604571,36919235,negative,,0
21602256,21603911,35708178,negative,,0
21602730,21603929,36718503,negative,,0
21603131,21603613,36009891,negative,,0
21600965,21601518,36110642,negative,,0
21604544,21604566,36919236,negative,,0
21601423,21603929,37320166,negative,,0
21601392,21601431,42889498,negative,,0
21601161,21604344,36110708,negative,,0
21603925,21603927,36110649,negative,,0
21603756,21603929,42889647,negative,,0
21603080,21604857,35708154,negative,,0
21600505,21602730,35809207,negative,,0
21604433,21604574,36718321,negative,,0
21602338,21601423,36110874,negative,,0
21603916,21603925,37219863,negative,,0
21602735,21601423,35809104,negative,,0
21603009,21604857,35708202,negative,,0
21601423,21603908,36313153,negative,,0
21601423,21603908,36314856,negative,,0
21600083,21603448,35809054,negative,,0
21600505,21601518,35104125,negative,,0
21604344,21604348,37420588,negative,,0
21603758,21603896,36416501,negative,,0
21603758,21603896,42889647,negative,,0
21602338,21603080,35809327,negative,,0
21601390,21603800,35104236,negative,,0
21604418,21604422,36919059,negative,,0
21600493,21600575,35708154,negative,,0
21602256,21601423,43053848,negative,,0
21601390,21601423,35104883,negative,,0
21602820,21604643,35204948,negative,,0
21600493,21603131,36416595,negative,,0
21600505,21604571,36718214,negative,,0
21602730,21603929,36110874,negative,,0
21601435,21603929,36718243,negative,,0
21602085,21603131,36009871,negative,,0
21604559,21603448,35809115,negative,,0
21600575,21604344,35708151,negative,,0
21603748,21603795,36110597,negative,,0
21604272,21604566,35809310,negative,,0
21603312,21603356,35809243,negative,,0
21602256,21603908,36110649,negative,,0
21600575,21603497,35708154,negative,,0
21604422,21604574,36718315,negative,,0
21601394,21603730,35104351,negative,,0
21604590,21603448,35708208,negative,,0
21603921,21603929,37320212,negative,,0
21601423,21601431,37219863,negative,,0
21604272,21604348,43053854,negative,,0
21602732,21603087,35708093,negative,,0
21601432,21601435,37622449,negative,,0
21601003,21602653,35809115,negative,,0
21601390,21601392,36009895,negative,,0
21602256,21604713,36919059,negative,,0
21600494,21603080,35104877,negative,,0
21601392,21601399,36110874,negative,,0
21604399,21604433,35205345,negative,,0
21603908,21603929,35809146,negative,,0
21601392,21603925,35707751,negative,,0
21602338,21601399,42889498,negative,,0
21601390,21601435,35708038,negative,,0
21601435,21603929,36110978,negative,,0
21600083,21602734,35708208,negative,,0
21601423,21601428,37320212,negative,,0
21602732,21601423,36009895,negative,,0
21603776,21603793,35104871,negative,,0
21602735,21602737,35104883,negative,,0
21603087,21601423,35708093,negative,,0
21603911,21603968,36315486,negative,,0
21602734,21603756,36416501,negative,,0
21601390,21603732,37622465,negative,,0
21601423,21603929,36313524,negative,,0
21603392,21603607,42889536,negative,,0
43534821,21603909,36516781,negative,,0
21601423,21601428,36313524,negative,,0
21602338,21603925,36110881,negative,,0
21602102,21603929,37622449,negative,,0
21602485,21603080,35205038,negative,,0
21602730,21601423,36718379,negative,,0
21600663,21603909,43053882,negative,,0
21604562,21604713,35607272,negative,,0
21601390,21603718,36009892,negative,,0
21602735,21603718,35104877,negative,,0
21604417,21604562,36718199,negative,,0
21602734,21603929,36110918,negative,,0
21601423,21603929,36416589,negative,,0
21602485,21603967,36211312,negative,,0
21601423,21601435,36009871,negative,,0
21602338,21601423,36776613,negative,,0
21603732,21603929,42890355,negative,,0
21602338,21603896,35708093,negative,,0
21604415,21604574,36416501,negative,,0
21600484,21602730,36718347,negative,,0
21600484,21604571,35708093,negative,,0
21602102,21602737,37522220,negative,,0
21602338,21603925,35205236,negative,,0
21603718,21603929,35809207,negative,,0
21602485,21603356,37219871,negative,,0
21600097,21603083,35809310,negative,,0
21600448,21602648,37219925,negative,,0
21600097,21604348,35708202,negative,,0
21603356,21603514,36009711,negative,,0
21602730,21601394,37080784,negative,,0
21601423,21603929,35104349,negative,,0
21602730,21603448,36416595,negative,,0
21602734,21603927,35104113,negative,,0
21603905,21603911,36315486,negative,,0
21602734,21603732,35104883,negative,,0
21600975,21602732,35104877,negative,,0
21601390,21603800,35104074,negative,,0
21601390,21601423,37019321,negative,,0
21602485,21602870,35708202,negative,,0
21602732,21603131,35104883,negative,,0
21601129,21601423,35809181,negative,,0
21601399,21603929,35104883,negative,,0
21602735,21603927,35707866,negative,,0
21601435,21603718,36416600,negative,,0
21604711,21604757,35809310,negative,,0
21601390,21603749,37219867,negative,,0
21603980,21604344,36009724,negative,,0
21601161,21605129,36313371,negative,,0
21602732,21603756,35708202,negative,,0
21600234,21601518,36110597,negative,,0
21601161,21605129,36776613,negative,,0
21600493,21603718,36110597,negative,,0
21604415,21604559,36919075,negative,,0
21603080,21603925,36718132,negative,,0
21602256,21603497,35809005,negative,,0
21602735,21603925,36110977,negative,,0
21602289,21602295,36718379,negative,,0
21603135,21603896,37219838,negative,,0
21604344,21604348,36315754,negative,,0
21603895,21603929,35809054,negative,,0
21600449,21602653,35205268,negative,,0
21604571,21604714,36918858,negative,,0
21601518,21601534,35809079,negative,,0
21601423,21603756,42890633,negative,,0
21603905,21603908,35708202,negative,,0
21604640,21604655,36919127,negative,,0
21601390,21601435,36416501,negative,,0
21603718,21604857,35104877,negative,,0
21603967,21603980,35708278,negative,,0
21600303,21603448,37219810,negative,,0
21600084,21603448,35204948,negative,,0
